Titel,Werktitel,Übersetzter Titel,Autor*in,Mitwirkende/r,Digitalisat,Inhaltstyp,Hochschulschrift,Inhaltstyp,Inhalt,Beschreibung,Verknüpfte Titel,Anmerkungen,Serie,Verlag,Erschienen,Verlauf,Ausgabe,Nachdruck,Format,Häufigkeit,Sprache,Gebunden mit,Rechte,Thema,MESH Schlagwörter,Klassifikation,Ist enthalten in,Kursinformationen,Anmerkungen,Anmerkungen,Thema,Identifikator,Lokale Signatur,Quelle,Link
Indoor Positioning System Infrastructure Based on Triangulation Method through Visible Light Communication,,,"Juanda, Apnan   Cahyadi, Willy Anugrah   Rusdinar, Angga   Darlis, Denny",,,,,,,"Autonomous mobile robots are widely used in industry to help human’s work, but the concept has a weakness, that is robot still does not know its position in a room so it can not detect whether the robot has been at destination point. The technology commonly used to determine the position of objects is the Global Positioning System (GPS). However, GPS does not detect objects that are indoors. Previous research used Wi-Fi as a reference for designing an indoor positioning system, but the system could not determine the position in detail because Wi-Fi could only detect object zones. Based on these problems, this research will propose the infrastructure prototype design of an indoor positioning system based on Visible Light Communication (VLC). The main focus of this research is designing a VLC transmitter and receiver system, estimating the distance between the receiver and transmitter based on the received signal strength, and estimating the receiver's position using the triangulation method based on a minimum of 3 distance estimates. The estimating distance system get average accuracy is 76.47%. The estimated accuracy of the x-coordinate position has the best accuracy is 77.05% and the y-coordinate estimate has the best accuracy is 86.54%.",,,,,,,,,,,Englisch,,,,,,"Ultima Computing : Jurnal Sistem Komputer, 2022-06, p.8-19",,,,,ISSN: 2355-3286 ISSN: 2549-4007 EISSN: 2549-4007 DOI: 10.31937/sk.v14i1.2271,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_31937_sk_v14i1_2271
LOCALI: Calibration-Free Systematic Localization Approach for Indoor Positioning,,,"Ali, Muhammad   Hur, Soojung   Park, Yongwan",,,,,,,"Recent advancements in indoor positioning systems are based on infrastructure-free solutions, aimed at improving the location accuracy in complex indoor environments without the use of specialized resources. A popular infrastructure-free solution for indoor positioning is a calibration-based positioning, commonly known as fingerprinting. Fingerprinting solutions require extensive and error-free surveys of environments to build radio-map databases, which play a key role in position estimation. Fingerprinting also requires random updates of the database, when there are significant changes in the environment or a decrease in the accuracy. The calibration of the fingerprinting database is a time-consuming and laborious effort that prevents the extensive adoption of this technique. In this paper, we present a systematic LOCALIzation approach, “LOCALI”, for indoor positioning, which does not require a calibration database and extensive updates. The LOCALI exploits the floor plan/wall map of the environment to estimate the target position by generating radio maps by integrating path-losses over certain trajectories in complex indoor environments, where triangulation using time information or the received signal strength level is highly erroneous due to the fading effects caused by multi-path propagation or absorption by environmental elements or varying antenna alignment. Experimental results demonstrate that by using the map information and environmental parameters, a significant level of accuracy in indoor positioning can be achieved. Moreover, this process requires considerably lesser effort compared to the calibration-based techniques.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2017. This work is licensed under https://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2017 by the authors. 2017",Calibration    Chemistry    Engineering    Fingerprints    Ips    Physical sciences    Technology,,,"Sensors (Basel, Switzerland), 2017-05, Vol.17 (6), p.1213, Article 1213",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s17061213 PMID: 28587088,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_citationtrail_10_3390_s17061213
LOCALI: Calibration-Free Systematic Localization Approach for Indoor Positioning,,,"Ali, Muhammad   Hur, Soojung   Park, Yongwan",,,,,,,"Recent advancements in indoor positioning systems are based on infrastructure-free solutions, aimed at improving the location accuracy in complex indoor environments without the use of specialized resources. A popular infrastructure-free solution for indoor positioning is a calibration-based positioning, commonly known as fingerprinting. Fingerprinting solutions require extensive and error-free surveys of environments to build radio-map databases, which play a key role in position estimation. Fingerprinting also requires random updates of the database, when there are significant changes in the environment or a decrease in the accuracy. The calibration of the fingerprinting database is a time-consuming and laborious effort that prevents the extensive adoption of this technique. In this paper, we present a systematic LOCALIzation approach, “LOCALI”, for indoor positioning, which does not require a calibration database and extensive updates. The LOCALI exploits the floor plan/wall map of the environment to estimate the target position by generating radio maps by integrating path-losses over certain trajectories in complex indoor environments, where triangulation using time information or the received signal strength level is highly erroneous due to the fading effects caused by multi-path propagation or absorption by environmental elements or varying antenna alignment. Experimental results demonstrate that by using the map information and environmental parameters, a significant level of accuracy in indoor positioning can be achieved. Moreover, this process requires considerably lesser effort compared to the calibration-based techniques.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2017. This work is licensed under https://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2017 by the authors. 2017",Calibration    Chemistry    Engineering    Fingerprints    Ips    Physical sciences    Technology,,,"Sensors (Basel, Switzerland), 2017-05, Vol.17 (6), p.1213, Article 1213",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s17061213 PMID: 28587088,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_citationtrail_10_3390_s17061213
LOCALI: Calibration-Free Systematic Localization Approach for Indoor Positioning,,,"Ali, Muhammad   Hur, Soojung   Park, Yongwan",,,,,,,"Recent advancements in indoor positioning systems are based on infrastructure-free solutions, aimed at improving the location accuracy in complex indoor environments without the use of specialized resources. A popular infrastructure-free solution for indoor positioning is a calibration-based positioning, commonly known as fingerprinting. Fingerprinting solutions require extensive and error-free surveys of environments to build radio-map databases, which play a key role in position estimation. Fingerprinting also requires random updates of the database, when there are significant changes in the environment or a decrease in the accuracy. The calibration of the fingerprinting database is a time-consuming and laborious effort that prevents the extensive adoption of this technique. In this paper, we present a systematic LOCALIzation approach, “LOCALI”, for indoor positioning, which does not require a calibration database and extensive updates. The LOCALI exploits the floor plan/wall map of the environment to estimate the target position by generating radio maps by integrating path-losses over certain trajectories in complex indoor environments, where triangulation using time information or the received signal strength level is highly erroneous due to the fading effects caused by multi-path propagation or absorption by environmental elements or varying antenna alignment. Experimental results demonstrate that by using the map information and environmental parameters, a significant level of accuracy in indoor positioning can be achieved. Moreover, this process requires considerably lesser effort compared to the calibration-based techniques.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2017. This work is licensed under https://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2017 by the authors. 2017",Calibration    Chemistry    Engineering    Fingerprints    Ips    Physical sciences    Technology,,,"Sensors (Basel, Switzerland), 2017-05, Vol.17 (6), p.1213, Article 1213",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s17061213 PMID: 28587088,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_citationtrail_10_3390_s17061213
LOCALI: Calibration-Free Systematic Localization Approach for Indoor Positioning,,,"Ali, Muhammad   Hur, Soojung   Park, Yongwan",,,,,,,"Recent advancements in indoor positioning systems are based on infrastructure-free solutions, aimed at improving the location accuracy in complex indoor environments without the use of specialized resources. A popular infrastructure-free solution for indoor positioning is a calibration-based positioning, commonly known as fingerprinting. Fingerprinting solutions require extensive and error-free surveys of environments to build radio-map databases, which play a key role in position estimation. Fingerprinting also requires random updates of the database, when there are significant changes in the environment or a decrease in the accuracy. The calibration of the fingerprinting database is a time-consuming and laborious effort that prevents the extensive adoption of this technique. In this paper, we present a systematic LOCALIzation approach, “LOCALI”, for indoor positioning, which does not require a calibration database and extensive updates. The LOCALI exploits the floor plan/wall map of the environment to estimate the target position by generating radio maps by integrating path-losses over certain trajectories in complex indoor environments, where triangulation using time information or the received signal strength level is highly erroneous due to the fading effects caused by multi-path propagation or absorption by environmental elements or varying antenna alignment. Experimental results demonstrate that by using the map information and environmental parameters, a significant level of accuracy in indoor positioning can be achieved. Moreover, this process requires considerably lesser effort compared to the calibration-based techniques.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2017. This work is licensed under https://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2017 by the authors. 2017",Calibration    Chemistry    Engineering    Fingerprints    Ips    Physical sciences    Technology,,,"Sensors (Basel, Switzerland), 2017-05, Vol.17 (6), p.1213, Article 1213",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s17061213 PMID: 28587088,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_citationtrail_10_3390_s17061213
LOCALI: Calibration-Free Systematic Localization Approach for Indoor Positioning,,,"Ali, Muhammad   Hur, Soojung   Park, Yongwan",,,,,,,"Recent advancements in indoor positioning systems are based on infrastructure-free solutions, aimed at improving the location accuracy in complex indoor environments without the use of specialized resources. A popular infrastructure-free solution for indoor positioning is a calibration-based positioning, commonly known as fingerprinting. Fingerprinting solutions require extensive and error-free surveys of environments to build radio-map databases, which play a key role in position estimation. Fingerprinting also requires random updates of the database, when there are significant changes in the environment or a decrease in the accuracy. The calibration of the fingerprinting database is a time-consuming and laborious effort that prevents the extensive adoption of this technique. In this paper, we present a systematic LOCALIzation approach, “LOCALI”, for indoor positioning, which does not require a calibration database and extensive updates. The LOCALI exploits the floor plan/wall map of the environment to estimate the target position by generating radio maps by integrating path-losses over certain trajectories in complex indoor environments, where triangulation using time information or the received signal strength level is highly erroneous due to the fading effects caused by multi-path propagation or absorption by environmental elements or varying antenna alignment. Experimental results demonstrate that by using the map information and environmental parameters, a significant level of accuracy in indoor positioning can be achieved. Moreover, this process requires considerably lesser effort compared to the calibration-based techniques.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2017. This work is licensed under https://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2017 by the authors. 2017",Calibration    Chemistry    Engineering    Fingerprints    Ips    Physical sciences    Technology,,,"Sensors (Basel, Switzerland), 2017-05, Vol.17 (6), p.1213, Article 1213",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s17061213 PMID: 28587088,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_citationtrail_10_3390_s17061213
Increased Accuracy in Indoor Location based on Neural Networks,,,Agustín Gerez   Oscar Enrique Goñi   Lucas Leiva,,,,,,,"The use of WiFi is widely used by a large number of devices, including those that make up the Internet of Things (IoT) and Artificial Intelligence (AI) systems. The location problem has been under investigation for a long time. In some cases, the radio signals used to transmit information are also used to make position estimates. However, its use is affected by the constant fluctuation of the signal. It is possible that when estimating the position of a component, it is influenced by obstacles, multipath and signal reflection. Its use improves when spatial localization is carried out, where assets can be traced within an indoor environment. In this work, the relationship of the distance estimation algorithms using RSSI and triangulation is analyzed, and a solution based on Neural Networks is proposed that combines the results of three distance estimation algorithms in order to increase precision.",,,,Universidad de Buenos Aires,,,,,,,Englisch,,,,,,"Revista elektrón, 2020-12, Vol.4 (2), p.74-80",,,,,EISSN: 2525-0159 DOI: 10.37537/rev.elektron.4.2.114.2020,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_doaj_primary_oai_doaj_org_article_348a25c3b69f418485f1ed940c7e9410
Increased Accuracy in Indoor Location based on Neural Networks,,,Agustín Gerez   Oscar Enrique Goñi   Lucas Leiva,,,,,,,"The use of WiFi is widely used by a large number of devices, including those that make up the Internet of Things (IoT) and Artificial Intelligence (AI) systems. The location problem has been under investigation for a long time. In some cases, the radio signals used to transmit information are also used to make position estimates. However, its use is affected by the constant fluctuation of the signal. It is possible that when estimating the position of a component, it is influenced by obstacles, multipath and signal reflection. Its use improves when spatial localization is carried out, where assets can be traced within an indoor environment. In this work, the relationship of the distance estimation algorithms using RSSI and triangulation is analyzed, and a solution based on Neural Networks is proposed that combines the results of three distance estimation algorithms in order to increase precision.",,,,Universidad de Buenos Aires,,,,,,,Englisch,,,,,,"Revista elektrón, 2020-12, Vol.4 (2), p.74-80",,,,,EISSN: 2525-0159 DOI: 10.37537/rev.elektron.4.2.114.2020,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_doaj_primary_oai_doaj_org_article_348a25c3b69f418485f1ed940c7e9410
Increased Accuracy in Indoor Location based on Neural Networks,,,Agustín Gerez   Oscar Enrique Goñi   Lucas Leiva,,,,,,,"The use of WiFi is widely used by a large number of devices, including those that make up the Internet of Things (IoT) and Artificial Intelligence (AI) systems. The location problem has been under investigation for a long time. In some cases, the radio signals used to transmit information are also used to make position estimates. However, its use is affected by the constant fluctuation of the signal. It is possible that when estimating the position of a component, it is influenced by obstacles, multipath and signal reflection. Its use improves when spatial localization is carried out, where assets can be traced within an indoor environment. In this work, the relationship of the distance estimation algorithms using RSSI and triangulation is analyzed, and a solution based on Neural Networks is proposed that combines the results of three distance estimation algorithms in order to increase precision.",,,,Universidad de Buenos Aires,,,,,,,Englisch,,,,,,"Revista elektrón, 2020-12, Vol.4 (2), p.74-80",,,,,EISSN: 2525-0159 DOI: 10.37537/rev.elektron.4.2.114.2020,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_doaj_primary_oai_doaj_org_article_348a25c3b69f418485f1ed940c7e9410
Adaptive FPGA-Based Accelerators for Human–Robot Interaction in Indoor Environments,,,"Sravanthi, Mangali   Gunturi, Sravan Kumar   Chinnaiah, Mangali Chinna   Lam, Siew-Kei   Vani, G. Divya   Basha, Mudasar   Janardhan, Narambhatla   Krishna, Dodde Hari   Dubey, Sanjay",,,,,,,"This study addresses the challenges of human–robot interactions in real-time environments with adaptive field-programmable gate array (FPGA)-based accelerators. Predicting human posture in indoor environments in confined areas is a significant challenge for service robots. The proposed approach works on two levels: the estimation of human location and the robot’s intention to serve based on the human’s location at static and adaptive positions. This paper presents three methodologies to address these challenges: binary classification to analyze static and adaptive postures for human localization in indoor environments using the sensor fusion method, adaptive Simultaneous Localization and Mapping (SLAM) for the robot to deliver the task, and human–robot implicit communication. VLSI hardware schemes are developed for the proposed method. Initially, the control unit processes real-time sensor data through PIR sensors and multiple ultrasonic sensors to analyze the human posture. Subsequently, static and adaptive human posture data are communicated to the robot via Wi-Fi. Finally, the robot performs services for humans using an adaptive SLAM-based triangulation navigation method. The experimental validation was conducted in a hospital environment. The proposed algorithms were coded in Verilog HDL, simulated, and synthesized using VIVADO 2017.3. A Zed-board-based FPGA Xilinx board was used for experimental validation.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2024 MDPI AG 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2024 by the authors. 2024",Algorithms    Automation    Chemistry    Computer vision    Data Collection    Design and construction    Efficiency    Engineering    Equipment and supplies    Field programmable gate arrays    Human beings    Internet of things    Location    Mathematical optimization    Medicine    Mobile robots    Multisensor data fusion    Physical sciences    Posture    Programmable controllers    Robotics    Robots    Sleep    Technology    Testing,,,"Sensors (Basel, Switzerland), 2024-10, Vol.24 (21), p.6986, Article 6986",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s24216986 PMID: 39517884,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_gale_infotracacademiconefile_A815421817
Adaptive FPGA-Based Accelerators for Human–Robot Interaction in Indoor Environments,,,"Sravanthi, Mangali   Gunturi, Sravan Kumar   Chinnaiah, Mangali Chinna   Lam, Siew-Kei   Vani, G. Divya   Basha, Mudasar   Janardhan, Narambhatla   Krishna, Dodde Hari   Dubey, Sanjay",,,,,,,"This study addresses the challenges of human–robot interactions in real-time environments with adaptive field-programmable gate array (FPGA)-based accelerators. Predicting human posture in indoor environments in confined areas is a significant challenge for service robots. The proposed approach works on two levels: the estimation of human location and the robot’s intention to serve based on the human’s location at static and adaptive positions. This paper presents three methodologies to address these challenges: binary classification to analyze static and adaptive postures for human localization in indoor environments using the sensor fusion method, adaptive Simultaneous Localization and Mapping (SLAM) for the robot to deliver the task, and human–robot implicit communication. VLSI hardware schemes are developed for the proposed method. Initially, the control unit processes real-time sensor data through PIR sensors and multiple ultrasonic sensors to analyze the human posture. Subsequently, static and adaptive human posture data are communicated to the robot via Wi-Fi. Finally, the robot performs services for humans using an adaptive SLAM-based triangulation navigation method. The experimental validation was conducted in a hospital environment. The proposed algorithms were coded in Verilog HDL, simulated, and synthesized using VIVADO 2017.3. A Zed-board-based FPGA Xilinx board was used for experimental validation.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2024 MDPI AG 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2024 by the authors. 2024",Algorithms    Automation    Chemistry    Computer vision    Data Collection    Design and construction    Efficiency    Engineering    Equipment and supplies    Field programmable gate arrays    Human beings    Internet of things    Location    Mathematical optimization    Medicine    Mobile robots    Multisensor data fusion    Physical sciences    Posture    Programmable controllers    Robotics    Robots    Sleep    Technology    Testing,,,"Sensors (Basel, Switzerland), 2024-10, Vol.24 (21), p.6986, Article 6986",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s24216986 PMID: 39517884,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_gale_infotracacademiconefile_A815421817
Adaptive FPGA-Based Accelerators for Human–Robot Interaction in Indoor Environments,,,"Sravanthi, Mangali   Gunturi, Sravan Kumar   Chinnaiah, Mangali Chinna   Lam, Siew-Kei   Vani, G. Divya   Basha, Mudasar   Janardhan, Narambhatla   Krishna, Dodde Hari   Dubey, Sanjay",,,,,,,"This study addresses the challenges of human–robot interactions in real-time environments with adaptive field-programmable gate array (FPGA)-based accelerators. Predicting human posture in indoor environments in confined areas is a significant challenge for service robots. The proposed approach works on two levels: the estimation of human location and the robot’s intention to serve based on the human’s location at static and adaptive positions. This paper presents three methodologies to address these challenges: binary classification to analyze static and adaptive postures for human localization in indoor environments using the sensor fusion method, adaptive Simultaneous Localization and Mapping (SLAM) for the robot to deliver the task, and human–robot implicit communication. VLSI hardware schemes are developed for the proposed method. Initially, the control unit processes real-time sensor data through PIR sensors and multiple ultrasonic sensors to analyze the human posture. Subsequently, static and adaptive human posture data are communicated to the robot via Wi-Fi. Finally, the robot performs services for humans using an adaptive SLAM-based triangulation navigation method. The experimental validation was conducted in a hospital environment. The proposed algorithms were coded in Verilog HDL, simulated, and synthesized using VIVADO 2017.3. A Zed-board-based FPGA Xilinx board was used for experimental validation.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2024 MDPI AG 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2024 by the authors. 2024",Algorithms    Automation    Chemistry    Computer vision    Data Collection    Design and construction    Efficiency    Engineering    Equipment and supplies    Field programmable gate arrays    Human beings    Internet of things    Location    Mathematical optimization    Medicine    Mobile robots    Multisensor data fusion    Physical sciences    Posture    Programmable controllers    Robotics    Robots    Sleep    Technology    Testing,,,"Sensors (Basel, Switzerland), 2024-10, Vol.24 (21), p.6986, Article 6986",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s24216986 PMID: 39517884,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_gale_infotracacademiconefile_A815421817
Adaptive FPGA-Based Accelerators for Human–Robot Interaction in Indoor Environments,,,"Sravanthi, Mangali   Gunturi, Sravan Kumar   Chinnaiah, Mangali Chinna   Lam, Siew-Kei   Vani, G. Divya   Basha, Mudasar   Janardhan, Narambhatla   Krishna, Dodde Hari   Dubey, Sanjay",,,,,,,"This study addresses the challenges of human–robot interactions in real-time environments with adaptive field-programmable gate array (FPGA)-based accelerators. Predicting human posture in indoor environments in confined areas is a significant challenge for service robots. The proposed approach works on two levels: the estimation of human location and the robot’s intention to serve based on the human’s location at static and adaptive positions. This paper presents three methodologies to address these challenges: binary classification to analyze static and adaptive postures for human localization in indoor environments using the sensor fusion method, adaptive Simultaneous Localization and Mapping (SLAM) for the robot to deliver the task, and human–robot implicit communication. VLSI hardware schemes are developed for the proposed method. Initially, the control unit processes real-time sensor data through PIR sensors and multiple ultrasonic sensors to analyze the human posture. Subsequently, static and adaptive human posture data are communicated to the robot via Wi-Fi. Finally, the robot performs services for humans using an adaptive SLAM-based triangulation navigation method. The experimental validation was conducted in a hospital environment. The proposed algorithms were coded in Verilog HDL, simulated, and synthesized using VIVADO 2017.3. A Zed-board-based FPGA Xilinx board was used for experimental validation.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2024 MDPI AG 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2024 by the authors. 2024",Algorithms    Automation    Chemistry    Computer vision    Data Collection    Design and construction    Efficiency    Engineering    Equipment and supplies    Field programmable gate arrays    Human beings    Internet of things    Location    Mathematical optimization    Medicine    Mobile robots    Multisensor data fusion    Physical sciences    Posture    Programmable controllers    Robotics    Robots    Sleep    Technology    Testing,,,"Sensors (Basel, Switzerland), 2024-10, Vol.24 (21), p.6986, Article 6986",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s24216986 PMID: 39517884,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_gale_infotracacademiconefile_A815421817
Adaptive FPGA-Based Accelerators for Human–Robot Interaction in Indoor Environments,,,"Sravanthi, Mangali   Gunturi, Sravan Kumar   Chinnaiah, Mangali Chinna   Lam, Siew-Kei   Vani, G. Divya   Basha, Mudasar   Janardhan, Narambhatla   Krishna, Dodde Hari   Dubey, Sanjay",,,,,,,"This study addresses the challenges of human–robot interactions in real-time environments with adaptive field-programmable gate array (FPGA)-based accelerators. Predicting human posture in indoor environments in confined areas is a significant challenge for service robots. The proposed approach works on two levels: the estimation of human location and the robot’s intention to serve based on the human’s location at static and adaptive positions. This paper presents three methodologies to address these challenges: binary classification to analyze static and adaptive postures for human localization in indoor environments using the sensor fusion method, adaptive Simultaneous Localization and Mapping (SLAM) for the robot to deliver the task, and human–robot implicit communication. VLSI hardware schemes are developed for the proposed method. Initially, the control unit processes real-time sensor data through PIR sensors and multiple ultrasonic sensors to analyze the human posture. Subsequently, static and adaptive human posture data are communicated to the robot via Wi-Fi. Finally, the robot performs services for humans using an adaptive SLAM-based triangulation navigation method. The experimental validation was conducted in a hospital environment. The proposed algorithms were coded in Verilog HDL, simulated, and synthesized using VIVADO 2017.3. A Zed-board-based FPGA Xilinx board was used for experimental validation.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2024 MDPI AG 2024 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2024 by the authors. 2024",Algorithms    Automation    Chemistry    Computer vision    Data Collection    Design and construction    Efficiency    Engineering    Equipment and supplies    Field programmable gate arrays    Human beings    Internet of things    Location    Mathematical optimization    Medicine    Mobile robots    Multisensor data fusion    Physical sciences    Posture    Programmable controllers    Robotics    Robots    Sleep    Technology    Testing,,,"Sensors (Basel, Switzerland), 2024-10, Vol.24 (21), p.6986, Article 6986",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s24216986 PMID: 39517884,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_gale_infotracacademiconefile_A815421817
Comparative analysis of indoor positioning systems based on communications supported by smartphones,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,2012 12th Conference of Open Innovations Association (FRUCT),,,,,DOI: 10.23919/fruct.2012.8122085,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_23919_fruct_2012_8122085
NetFlow Analyzer,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,International Journal on Science and Technology,,,,,ISSN: 2229-7677 DOI: 10.71097/ijsat.v16.i2.5974,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_71097_ijsat_v16_i2_5974
SmartGuide – A Smartphone Museum Guide with Ultrasound Control,,,"Bihler, Pascal   Imhoff, Paul   Cremers, Armin B.",,,,,,,"While smartphones are well equipped for outdoor localization tasks, they usually do not provide support for identifying an indoor point of interest. This especially prohibits the context aware use of smartphones for guidance tasks inside a building, e. g. a museum. Alternatives like the use of near field communication (NFC) or barcode tagging demands an explicit interaction of the user with the tag, as well as dedicated sensors on the users’ phone. WiFi triangulation requires a calibration step for every distinct location. We found that ultrasonic signals, sent by a cheap, stand-alone emitter, can be the basis of a light-weight smartphone based proximity detection system. Using this technique we developed a prototypical context-aware museum guide and tested it successfully in public.",,,,Elsevier B.V,,,,,,,Englisch,,2011,,,,"Procedia computer science, 2011, Vol.5, p.586-592",,,,,ISSN: 1877-0509 EISSN: 1877-0509 DOI: 10.1016/j.procs.2011.07.076,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1016_j_procs_2011_07_076
SmartGuide – A Smartphone Museum Guide with Ultrasound Control,,,"Bihler, Pascal   Imhoff, Paul   Cremers, Armin B.",,,,,,,"While smartphones are well equipped for outdoor localization tasks, they usually do not provide support for identifying an indoor point of interest. This especially prohibits the context aware use of smartphones for guidance tasks inside a building, e. g. a museum. Alternatives like the use of near field communication (NFC) or barcode tagging demands an explicit interaction of the user with the tag, as well as dedicated sensors on the users’ phone. WiFi triangulation requires a calibration step for every distinct location. We found that ultrasonic signals, sent by a cheap, stand-alone emitter, can be the basis of a light-weight smartphone based proximity detection system. Using this technique we developed a prototypical context-aware museum guide and tested it successfully in public.",,,,Elsevier B.V,,,,,,,Englisch,,2011,,,,"Procedia computer science, 2011, Vol.5, p.586-592",,,,,ISSN: 1877-0509 EISSN: 1877-0509 DOI: 10.1016/j.procs.2011.07.076,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1016_j_procs_2011_07_076
